state,year,type_code,type,gender,age_group,total
Jammu & Kashmir,2001,Means_adopted,By Fire-Arms,Female,30-44,2
Jammu & Kashmir,2001,Means_adopted,By Self Infliction of injury,Male,30-44,2
Jammu & Kashmir,2001,Means_adopted,By touching electric wires,Male,30-44,1
Jammu & Kashmir,2001,Means_adopted,By Fire/Self Immolation,Male,30-44,2
Jammu & Kashmir,2001,Means_adopted,By Hanging,Male,30-44,2
Jammu & Kashmir,2001,Means_adopted,By Drowning,Male,30-44,1
Jammu & Kashmir,2001,Means_adopted,By Fire-Arms,Male,30-44,1
Jammu & Kashmir,2001,Means_adopted,By Consuming Other Poison,Male,30-44,10
Jammu & Kashmir,2001,Means_adopted,By Other means (please specify),Male,30-44,7
Jammu & Kashmir,2001,Means_adopted,By Consuming Insecticides,Male,30-44,1
Jammu & Kashmir,2001,Means_adopted,By Jumping from (Building),Male,30-44,1
Jammu & Kashmir,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,30-44,3
Jammu & Kashmir,2001,Means_adopted,By Consuming Other Poison,Female,45-59,3
Jammu & Kashmir,2001,Means_adopted,By Fire-Arms,Female,45-59,2
Jammu & Kashmir,2001,Means_adopted,By Hanging,Male,45-59,1
Jammu & Kashmir,2001,Means_adopted,By coming under running vehicles/trains,Male,45-59,5
Jammu & Kashmir,2001,Means_adopted,By Other means (please specify),Male,45-59,1
Jammu & Kashmir,2001,Means_adopted,By Drowning,Male,45-59,1
Jammu & Kashmir,2001,Means_adopted,By Fire-Arms,Male,45-59,1
Jammu & Kashmir,2001,Means_adopted,By Consuming Insecticides,Male,45-59,1
Jammu & Kashmir,2001,Means_adopted,By Jumping from (Building),Male,45-59,2
Jammu & Kashmir,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,45-59,4
Jammu & Kashmir,2001,Means_adopted,By Consuming Other Poison,Male,45-59,2
Jammu & Kashmir,2001,Means_adopted,By Hanging,Female,60+,1
Jammu & Kashmir,2001,Means_adopted,By Consuming Other Poison,Female,60+,2
Jammu & Kashmir,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,60+,1
Jammu & Kashmir,2001,Means_adopted,By coming under running vehicles/trains,Male,60+,10
Jammu & Kashmir,2002,Means_adopted,By Other means,Male,0-14,3
Jammu & Kashmir,2002,Means_adopted,By Consuming Other Poison,Male,0-14,1
Jammu & Kashmir,2002,Means_adopted,By Fire/Self Immolation,Female,15-29,7
Jammu & Kashmir,2002,Means_adopted,By Hanging,Female,15-29,8
Jammu & Kashmir,2002,Means_adopted,By Other means,Female,15-29,10
Jammu & Kashmir,2002,Means_adopted,By Fire-Arms,Female,15-29,2
Jammu & Kashmir,2002,Means_adopted,By Consuming Insecticides,Female,15-29,4
Jammu & Kashmir,2002,Means_adopted,By Jumping from (Building),Female,15-29,2
Jammu & Kashmir,2002,Means_adopted,By Consuming Other Poison,Female,15-29,16
Jammu & Kashmir,2002,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,15-29,2
Jammu & Kashmir,2002,Means_adopted,By coming under running vehicles/trains,Female,15-29,5
Jammu & Kashmir,2002,Means_adopted,By Drowning,Female,15-29,5
Jammu & Kashmir,2002,Means_adopted,By Consuming Other Poison,Male,15-29,11
Jammu & Kashmir,2002,Means_adopted,By Other means,Male,15-29,8
Jammu & Kashmir,2002,Means_adopted,By Fire-Arms,Male,15-29,2
Jammu & Kashmir,2002,Means_adopted,By Drowning,Male,15-29,1
Jammu & Kashmir,2002,Means_adopted,By Consuming Insecticides,Male,15-29,5
Jammu & Kashmir,2002,Means_adopted,By Fire/Self Immolation,Male,15-29,2
Jammu & Kashmir,2002,Means_adopted,By touching electric wires,Male,15-29,1
Jammu & Kashmir,2002,Means_adopted,By Hanging,Male,15-29,5
Jammu & Kashmir,2002,Means_adopted,By Jumping from (Building),Male,15-29,3
Jammu & Kashmir,2002,Means_adopted,By Consuming Other Poison,Female,30-44,2
Jammu & Kashmir,2002,Means_adopted,By Consuming Insecticides,Female,30-44,4
Jammu & Kashmir,2002,Means_adopted,By Machine,Female,30-44,1
Jammu & Kashmir,2002,Means_adopted,By Other means,Female,30-44,4
Jammu & Kashmir,2002,Means_adopted,By Fire/Self Immolation,Female,30-44,2
Jammu & Kashmir,2002,Means_adopted,By Drowning,Female,30-44,1
Jammu & Kashmir,2002,Means_adopted,By Hanging,Female,30-44,1
Jammu & Kashmir,2002,Means_adopted,By Fire-Arms,Female,30-44,1
Jammu & Kashmir,2002,Means_adopted,By coming under running vehicles/trains,Female,30-44,5
Jammu & Kashmir,2002,Means_adopted,By Fire/Self Immolation,Male,30-44,2
Jammu & Kashmir,2002,Means_adopted,By Jumping from (Building),Male,30-44,1
Jammu & Kashmir,2002,Means_adopted,By Consuming Other Poison,Male,30-44,10
Jammu & Kashmir,2002,Means_adopted,By Other means,Male,30-44,7
Jammu & Kashmir,2002,Means_adopted,By Drowning,Male,30-44,1
Jammu & Kashmir,2002,Means_adopted,By Consuming Insecticides,Male,30-44,4
Jammu & Kashmir,2002,Means_adopted,By Fire-Arms,Male,30-44,3
Jammu & Kashmir,2002,Means_adopted,By Hanging,Male,30-44,4
Jammu & Kashmir,2002,Means_adopted,By Over Alcoholism,Male,30-44,1
Jammu & Kashmir,2002,Means_adopted,By touching electric wires,Male,30-44,2
Jammu & Kashmir,2002,Means_adopted,By Machine,Male,30-44,1
Jammu & Kashmir,2002,Means_adopted,By Fire/Self Immolation,Female,45-59,1
Jammu & Kashmir,2002,Means_adopted,By Other means,Female,45-59,3
Jammu & Kashmir,2002,Means_adopted,By Consuming Insecticides,Female,45-59,2
Jammu & Kashmir,2002,Means_adopted,By Drowning,Male,45-59,2
Jammu & Kashmir,2002,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,45-59,1
Jammu & Kashmir,2002,Means_adopted,By Consuming Other Poison,Male,45-59,8
Jammu & Kashmir,2002,Means_adopted,By Hanging,Male,45-59,1
Jammu & Kashmir,2002,Means_adopted,By Over Alcoholism,Male,45-59,1
Jammu & Kashmir,2002,Means_adopted,By Jumping from (Building),Male,45-59,1
Jammu & Kashmir,2002,Means_adopted,By Fire-Arms,Male,60+,1
Jammu & Kashmir,2002,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,60+,1
Jammu & Kashmir,2002,Means_adopted,By Consuming Other Poison,Male,60+,1
Jammu & Kashmir,2002,Means_adopted,By Self Infliction of injury,Male,60+,1
Jammu & Kashmir,2003,Means_adopted,By Consuming Other Poison,Female,0-14,3
Jammu & Kashmir,2003,Means_adopted,By Hanging,Female,0-14,1
Jammu & Kashmir,2003,Means_adopted,By Other means (please specify),Female,0-14,1
Jammu & Kashmir,2003,Means_adopted,By Drowning,Male,0-14,1
Jammu & Kashmir,2003,Means_adopted,By Fire/Self Immolation,Female,15-29,4
Jammu & Kashmir,2003,Means_adopted,By Over Alcoholism,Female,15-29,1
Jammu & Kashmir,2003,Means_adopted,By Hanging,Female,15-29,4
Jammu & Kashmir,2003,Means_adopted,By Consuming Insecticides,Female,15-29,6
Jammu & Kashmir,2003,Means_adopted,By Jumping from (Other sites),Female,15-29,1
Jammu & Kashmir,2003,Means_adopted,By Consuming Other Poison,Female,15-29,19
Jammu & Kashmir,2003,Means_adopted,By Other means (please specify),Female,15-29,7
Jammu & Kashmir,2003,Means_adopted,By Drowning,Female,15-29,1
Jammu & Kashmir,2003,Means_adopted,By Consuming Other Poison,Male,15-29,10
Jammu & Kashmir,2003,Means_adopted,By Consuming Insecticides,Male,15-29,6
Jammu & Kashmir,2003,Means_adopted,By Other means (please specify),Male,15-29,1
Jammu & Kashmir,2003,Means_adopted,By Drowning,Male,15-29,2
Jammu & Kashmir,2003,Means_adopted,By Fire-Arms,Male,15-29,6
Jammu & Kashmir,2003,Means_adopted,By Hanging,Male,15-29,5
Jammu & Kashmir,2003,Means_adopted,By Consuming Other Poison,Female,30-44,10
Jammu & Kashmir,2003,Means_adopted,By Other means (please specify),Female,30-44,6
Jammu & Kashmir,2003,Means_adopted,By Hanging,Female,30-44,3
Jammu & Kashmir,2003,Means_adopted,By Consuming Insecticides,Female,30-44,2
Jammu & Kashmir,2003,Means_adopted,By Fire/Self Immolation,Male,30-44,1
Jammu & Kashmir,2003,Means_adopted,By Over Alcoholism,Male,30-44,1
Jammu & Kashmir,2003,Means_adopted,By Jumping from (Other sites),Male,30-44,2
Jammu & Kashmir,2003,Means_adopted,By Consuming Other Poison,Male,30-44,3
Jammu & Kashmir,2003,Means_adopted,By Consuming Insecticides,Male,30-44,3
Jammu & Kashmir,2003,Means_adopted,By Hanging,Male,30-44,4
Jammu & Kashmir,2003,Means_adopted,By Other means (please specify),Male,30-44,5
Jammu & Kashmir,2003,Means_adopted,By Consuming Other Poison,Female,45-59,1
Jammu & Kashmir,2003,Means_adopted,By Hanging,Female,45-59,1
Jammu & Kashmir,2003,Means_adopted,By Drowning,Female,45-59,1
Jammu & Kashmir,2003,Means_adopted,By Drowning,Male,45-59,1
Jammu & Kashmir,2003,Means_adopted,By Consuming Other Poison,Male,45-59,2
Jammu & Kashmir,2003,Means_adopted,By Other means (please specify),Male,45-59,1
Jammu & Kashmir,2003,Means_adopted,By Jumping from (Other sites),Male,45-59,1
Jammu & Kashmir,2003,Means_adopted,By Consuming Insecticides,Male,45-59,1
Jammu & Kashmir,2003,Means_adopted,By Hanging,Male,45-59,3
Jammu & Kashmir,2003,Means_adopted,By Other means (please specify),Female,60+,1
Jammu & Kashmir,2003,Means_adopted,By Drowning,Female,60+,2
Jammu & Kashmir,2003,Means_adopted,By Consuming Other Poison,Male,60+,1
Jammu & Kashmir,2003,Means_adopted,By Other means (please specify),Male,60+,1
Jammu & Kashmir,2003,Means_adopted,By Hanging,Male,60+,1
Jammu & Kashmir,2003,Means_adopted,By Consuming Insecticides,Male,60+,1
Jammu & Kashmir,2004,Means_adopted,By Consuming Other Poison,Female,15-29,7
Jammu & Kashmir,2004,Means_adopted,By Consuming Insecticides,Female,15-29,3
Jammu & Kashmir,2004,Means_adopted,By Other means (please specify),Female,15-29,18
Jammu & Kashmir,2004,Means_adopted,By Fire/Self Immolation,Female,15-29,1
Jammu & Kashmir,2004,Means_adopted,By Consuming Insecticides,Male,15-29,2
Jammu & Kashmir,2004,Means_adopted,By Consuming Other Poison,Male,15-29,3
Jammu & Kashmir,2004,Means_adopted,By Other means (please specify),Male,15-29,20
Jammu & Kashmir,2004,Means_adopted,By Hanging,Male,15-29,2
Jammu & Kashmir,2004,Means_adopted,By Consuming Other Poison,Female,30-44,13
Jammu & Kashmir,2004,Means_adopted,By Consuming Insecticides,Female,30-44,2
Jammu & Kashmir,2004,Means_adopted,By Hanging,Female,30-44,1
Jammu & Kashmir,2004,Means_adopted,By Other means (please specify),Female,30-44,11
Jammu & Kashmir,2004,Means_adopted,By Fire/Self Immolation,Female,30-44,2
Jammu & Kashmir,2004,Means_adopted,By Fire-Arms,Male,30-44,2
Jammu & Kashmir,2004,Means_adopted,By Other means (please specify),Male,30-44,13
Jammu & Kashmir,2004,Means_adopted,By Consuming Other Poison,Male,30-44,1
Jammu & Kashmir,2004,Means_adopted,By Consuming Other Poison,Female,45-59,1
Jammu & Kashmir,2004,Means_adopted,By Other means (please specify),Female,45-59,2
Jammu & Kashmir,2004,Means_adopted,By Consuming Other Poison,Male,45-59,1
Jammu & Kashmir,2004,Means_adopted,By Other means (please specify),Male,45-59,6
Jammu & Kashmir,2004,Means_adopted,By Consuming Insecticides,Male,45-59,1
Jammu & Kashmir,2005,Means_adopted,By Consuming Other Poison,Female,0-14,1
Jammu & Kashmir,2005,Means_adopted,By Other means (please specify),Female,0-14,3
Jammu & Kashmir,2005,Means_adopted,By Consuming Other Poison,Male,0-14,1
Jammu & Kashmir,2005,Means_adopted,By Other means (please specify),Male,0-14,2
Jammu & Kashmir,2005,Means_adopted,By Jumping from (Other sites),Female,15-29,1
Jammu & Kashmir,2005,Means_adopted,By Other means (please specify),Female,15-29,25
Jammu & Kashmir,2005,Means_adopted,By Consuming Insecticides,Female,15-29,6
Jammu & Kashmir,2005,Means_adopted,By coming under running vehicles/trains,Female,15-29,1
Jammu & Kashmir,2005,Means_adopted,By Fire/Self Immolation,Female,15-29,3
Jammu & Kashmir,2005,Means_adopted,By Hanging,Female,15-29,9
Jammu & Kashmir,2005,Means_adopted,By Consuming Other Poison,Female,15-29,7
Jammu & Kashmir,2005,Means_adopted,By Drowning,Female,15-29,2
Jammu & Kashmir,2005,Means_adopted,By Fire-Arms,Male,15-29,17
Jammu & Kashmir,2005,Means_adopted,By Consuming Insecticides,Male,15-29,6
Jammu & Kashmir,2005,Means_adopted,By Other means (please specify),Male,15-29,25
Jammu & Kashmir,2005,Means_adopted,By touching electric wires,Male,15-29,2
Jammu & Kashmir,2005,Means_adopted,By Hanging,Male,15-29,19
Jammu & Kashmir,2005,Means_adopted,By Jumping from (Other sites),Male,15-29,10
Jammu & Kashmir,2005,Means_adopted,By Consuming Other Poison,Male,15-29,21
Jammu & Kashmir,2005,Means_adopted,By Drowning,Male,15-29,12
Jammu & Kashmir,2005,Means_adopted,By Self Infliction of injury,Male,15-29,1
Jammu & Kashmir,2005,Means_adopted,By Consuming Other Poison,Female,30-44,6
Jammu & Kashmir,2005,Means_adopted,By coming under running vehicles/trains,Female,30-44,1
Jammu & Kashmir,2005,Means_adopted,By touching electric wires,Female,30-44,1
Jammu & Kashmir,2005,Means_adopted,By Other means (please specify),Female,30-44,12
Jammu & Kashmir,2005,Means_adopted,By Fire/Self Immolation,Female,30-44,2
Jammu & Kashmir,2005,Means_adopted,By Hanging,Female,30-44,1
Jammu & Kashmir,2005,Means_adopted,By Consuming Insecticides,Female,30-44,13
Jammu & Kashmir,2005,Means_adopted,By Other means (please specify),Male,30-44,28
Jammu & Kashmir,2005,Means_adopted,By Consuming Insecticides,Male,30-44,5
Jammu & Kashmir,2005,Means_adopted,By Consuming Other Poison,Male,30-44,11
Jammu & Kashmir,2005,Means_adopted,By touching electric wires,Male,30-44,1
Jammu & Kashmir,2005,Means_adopted,By Jumping from (Other sites),Male,30-44,3
Jammu & Kashmir,2005,Means_adopted,By Fire-Arms,Male,30-44,2
Jammu & Kashmir,2005,Means_adopted,By Drowning,Male,30-44,1
Jammu & Kashmir,2005,Means_adopted,By Hanging,Male,30-44,8
Jammu & Kashmir,2005,Means_adopted,By Consuming Other Poison,Female,45-59,1
Jammu & Kashmir,2005,Means_adopted,By Hanging,Male,45-59,2
Jammu & Kashmir,2005,Means_adopted,By Other means (please specify),Male,45-59,9
Jammu & Kashmir,2005,Means_adopted,By Consuming Other Poison,Male,45-59,2
Jammu & Kashmir,2005,Means_adopted,By touching electric wires,Male,45-59,1
Jammu & Kashmir,2005,Means_adopted,By Consuming Insecticides,Male,45-59,1
Jammu & Kashmir,2005,Means_adopted,By Drowning,Male,45-59,1
Jammu & Kashmir,2005,Means_adopted,By Fire-Arms,Male,45-59,1
Jammu & Kashmir,2005,Means_adopted,By coming under running vehicles/trains,Female,60+,1
Jammu & Kashmir,2005,Means_adopted,By touching electric wires,Female,60+,1
Jammu & Kashmir,2005,Means_adopted,By Other means (please specify),Female,60+,1
Jammu & Kashmir,2005,Means_adopted,By Hanging,Male,60+,1
Jammu & Kashmir,2005,Means_adopted,By Other means (please specify),Male,60+,3
Jammu & Kashmir,2006,Means_adopted,By Other means (please specify),Male,0-14,1
Jammu & Kashmir,2006,Means_adopted,By Consuming Insecticides,Female,15-29,16
Jammu & Kashmir,2006,Means_adopted,By touching electric wires,Female,15-29,2
Jammu & Kashmir,2006,Means_adopted,By Consuming Other Poison,Female,15-29,4
Jammu & Kashmir,2006,Means_adopted,By Jumping from (Other sites),Female,15-29,1
Jammu & Kashmir,2006,Means_adopted,By Other means (please specify),Female,15-29,32
Jammu & Kashmir,2006,Means_adopted,By Fire/Self Immolation,Female,15-29,5
Jammu & Kashmir,2006,Means_adopted,By Hanging,Female,15-29,3
Jammu & Kashmir,2006,Means_adopted,By Drowning,Female,15-29,4
Jammu & Kashmir,2006,Means_adopted,By Machine,Female,15-29,1
Jammu & Kashmir,2006,Means_adopted,By Hanging,Male,15-29,10
Jammu & Kashmir,2006,Means_adopted,By Consuming Other Poison,Male,15-29,6
Jammu & Kashmir,2006,Means_adopted,By Other means (please specify),Male,15-29,34
Jammu & Kashmir,2006,Means_adopted,By Consuming Insecticides,Male,15-29,1
Jammu & Kashmir,2006,Means_adopted,By Fire/Self Immolation,Male,15-29,1
Jammu & Kashmir,2006,Means_adopted,By Jumping from (Other sites),Male,15-29,2
Jammu & Kashmir,2006,Means_adopted,By Machine,Male,15-29,1
Jammu & Kashmir,2006,Means_adopted,By Drowning,Male,15-29,2
Jammu & Kashmir,2006,Means_adopted,By Overdose of sleeping pills,Male,15-29,1
Jammu & Kashmir,2006,Means_adopted,By Fire-Arms,Male,15-29,6
Jammu & Kashmir,2006,Means_adopted,By Consuming Other Poison,Female,30-44,2
Jammu & Kashmir,2006,Means_adopted,By Hanging,Female,30-44,1
Jammu & Kashmir,2006,Means_adopted,By Fire-Arms,Female,30-44,1
Jammu & Kashmir,2006,Means_adopted,By Consuming Insecticides,Female,30-44,7
Jammu & Kashmir,2006,Means_adopted,By Drowning,Female,30-44,1
Jammu & Kashmir,2006,Means_adopted,By Other means (please specify),Female,30-44,17
Jammu & Kashmir,2006,Means_adopted,By Jumping from (Other sites),Female,30-44,1
Jammu & Kashmir,2006,Means_adopted,By Fire/Self Immolation,Female,30-44,3
Jammu & Kashmir,2006,Means_adopted,By Fire-Arms,Male,30-44,6
Jammu & Kashmir,2006,Means_adopted,By Over Alcoholism,Male,30-44,2
Jammu & Kashmir,2006,Means_adopted,By Consuming Insecticides,Male,30-44,3
Jammu & Kashmir,2006,Means_adopted,By Drowning,Male,30-44,1
Jammu & Kashmir,2006,Means_adopted,By touching electric wires,Male,30-44,1
Jammu & Kashmir,2006,Means_adopted,By Consuming Other Poison,Male,30-44,5
Jammu & Kashmir,2006,Means_adopted,By Hanging,Male,30-44,6
Jammu & Kashmir,2006,Means_adopted,By Other means (please specify),Male,30-44,32
Jammu & Kashmir,2006,Means_adopted,By Consuming Other Poison,Female,45-59,4
Jammu & Kashmir,2006,Means_adopted,By Other means (please specify),Female,45-59,4
Jammu & Kashmir,2006,Means_adopted,By Fire/Self Immolation,Female,45-59,1
Jammu & Kashmir,2006,Means_adopted,By touching electric wires,Male,45-59,1
Jammu & Kashmir,2006,Means_adopted,By Fire/Self Immolation,Male,45-59,1
Jammu & Kashmir,2006,Means_adopted,By Other means (please specify),Male,45-59,17
Jammu & Kashmir,2006,Means_adopted,By Hanging,Male,45-59,3
Jammu & Kashmir,2006,Means_adopted,By Consuming Other Poison,Male,45-59,3
Jammu & Kashmir,2006,Means_adopted,By Other means (please specify),Male,60+,6
Jammu & Kashmir,2007,Means_adopted,By Fire/Self Immolation,Female,15-29,2
Jammu & Kashmir,2007,Means_adopted,By Consuming Insecticides,Female,15-29,8
Jammu & Kashmir,2007,Means_adopted,By Drowning,Female,15-29,1
Jammu & Kashmir,2007,Means_adopted,By Hanging,Female,15-29,9
Jammu & Kashmir,2007,Means_adopted,By Machine,Female,15-29,1
Jammu & Kashmir,2007,Means_adopted,By Consuming Other Poison,Female,15-29,9
Jammu & Kashmir,2007,Means_adopted,By Overdose of sleeping pills,Female,15-29,1
Jammu & Kashmir,2007,Means_adopted,By Fire-Arms,Female,15-29,2
Jammu & Kashmir,2007,Means_adopted,By Other means (please specify),Female,15-29,18
Jammu & Kashmir,2007,Means_adopted,By Consuming Other Poison,Male,15-29,12
Jammu & Kashmir,2007,Means_adopted,By Fire/Self Immolation,Male,15-29,1
Jammu & Kashmir,2007,Means_adopted,By Machine,Male,15-29,1
Jammu & Kashmir,2007,Means_adopted,By Fire-Arms,Male,15-29,1
Jammu & Kashmir,2007,Means_adopted,By Hanging,Male,15-29,16
Jammu & Kashmir,2007,Means_adopted,By Consuming Insecticides,Male,15-29,4
Jammu & Kashmir,2007,Means_adopted,By touching electric wires,Male,15-29,3
Jammu & Kashmir,2007,Means_adopted,By Drowning,Male,15-29,2
Jammu & Kashmir,2007,Means_adopted,By Over Alcoholism,Male,15-29,2
Jammu & Kashmir,2007,Means_adopted,By Other means (please specify),Male,15-29,22
Jammu & Kashmir,2007,Means_adopted,By Jumping from (Other sites),Male,15-29,1
Jammu & Kashmir,2007,Means_adopted,By Fire/Self Immolation,Female,30-44,4
Jammu & Kashmir,2007,Means_adopted,By Hanging,Female,30-44,6
Jammu & Kashmir,2007,Means_adopted,By Consuming Other Poison,Female,30-44,4
Jammu & Kashmir,2007,Means_adopted,By Consuming Insecticides,Female,30-44,2
Jammu & Kashmir,2007,Means_adopted,By Other means (please specify),Female,30-44,8
Jammu & Kashmir,2007,Means_adopted,By Consuming Insecticides,Male,30-44,3
Jammu & Kashmir,2007,Means_adopted,By Fire-Arms,Male,30-44,5
Jammu & Kashmir,2007,Means_adopted,By Other means (please specify),Male,30-44,27
Jammu & Kashmir,2007,Means_adopted,By Hanging,Male,30-44,10
Jammu & Kashmir,2007,Means_adopted,By Consuming Other Poison,Male,30-44,5
Jammu & Kashmir,2007,Means_adopted,By touching electric wires,Male,30-44,1
Jammu & Kashmir,2007,Means_adopted,By Drowning,Male,30-44,6
Jammu & Kashmir,2007,Means_adopted,By Drowning,Female,45-59,1
Jammu & Kashmir,2007,Means_adopted,By Consuming Other Poison,Female,45-59,1
Jammu & Kashmir,2007,Means_adopted,By Other means (please specify),Female,45-59,2
Jammu & Kashmir,2007,Means_adopted,By Hanging,Male,45-59,3
Jammu & Kashmir,2007,Means_adopted,By Drowning,Male,45-59,3
Jammu & Kashmir,2007,Means_adopted,By Consuming Insecticides,Male,45-59,2
Jammu & Kashmir,2007,Means_adopted,By Fire/Self Immolation,Male,45-59,2
Jammu & Kashmir,2007,Means_adopted,By Other means (please specify),Male,45-59,11
Jammu & Kashmir,2007,Means_adopted,By Consuming Other Poison,Male,45-59,2
Jammu & Kashmir,2007,Means_adopted,By Consuming Other Poison,Female,60+,1
Jammu & Kashmir,2007,Means_adopted,By Other means (please specify),Female,60+,1
Jammu & Kashmir,2007,Means_adopted,By Other means (please specify),Male,60+,5
Jammu & Kashmir,2007,Means_adopted,By Over Alcoholism,Male,60+,1
Jammu & Kashmir,2007,Means_adopted,By Consuming Other Poison,Male,60+,2
Jammu & Kashmir,2008,Means_adopted,By Consuming Other Poison,Female,0-14,1
Jammu & Kashmir,2008,Means_adopted,By Other means (please specify),Male,0-14,1
Jammu & Kashmir,2008,Means_adopted,By Fire/Self Immolation,Female,15-29,2
Jammu & Kashmir,2008,Means_adopted,By Other means (please specify),Female,15-29,19
Jammu & Kashmir,2008,Means_adopted,By Consuming Other Poison,Female,15-29,14
Jammu & Kashmir,2008,Means_adopted,By Fire-Arms,Female,15-29,1
Jammu & Kashmir,2008,Means_adopted,By Hanging,Female,15-29,9
Jammu & Kashmir,2008,Means_adopted,By Consuming Insecticides,Female,15-29,33
Jammu & Kashmir,2008,Means_adopted,By Drowning,Female,15-29,2
Jammu & Kashmir,2008,Means_adopted,By Consuming Other Poison,Male,15-29,11
Jammu & Kashmir,2008,Means_adopted,By Consuming Insecticides,Male,15-29,10
Jammu & Kashmir,2008,Means_adopted,By Other means (please specify),Male,15-29,25
Jammu & Kashmir,2008,Means_adopted,By Jumping from (Other sites),Male,15-29,1
Jammu & Kashmir,2008,Means_adopted,By touching electric wires,Male,15-29,1
Jammu & Kashmir,2008,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,15-29,1
Jammu & Kashmir,2008,Means_adopted,By Drowning,Male,15-29,2
Jammu & Kashmir,2008,Means_adopted,By Hanging,Male,15-29,5
Jammu & Kashmir,2008,Means_adopted,By Hanging,Female,30-44,5
Jammu & Kashmir,2008,Means_adopted,By Consuming Other Poison,Female,30-44,11
Jammu & Kashmir,2008,Means_adopted,By Other means (please specify),Female,30-44,12
Jammu & Kashmir,2008,Means_adopted,By Fire/Self Immolation,Female,30-44,1
Jammu & Kashmir,2008,Means_adopted,By Consuming Insecticides,Female,30-44,21
Jammu & Kashmir,2008,Means_adopted,By Drowning,Female,30-44,1
Jammu & Kashmir,2008,Means_adopted,By Self Infliction of injury,Male,30-44,1
Jammu & Kashmir,2008,Means_adopted,By Over Alcoholism,Male,30-44,2
Jammu & Kashmir,2008,Means_adopted,By Consuming Other Poison,Male,30-44,5
Jammu & Kashmir,2008,Means_adopted,By Other means (please specify),Male,30-44,24
Jammu & Kashmir,2008,Means_adopted,By Drowning,Male,30-44,1
Jammu & Kashmir,2008,Means_adopted,By touching electric wires,Male,30-44,5
Jammu & Kashmir,2008,Means_adopted,By Consuming Insecticides,Male,30-44,9
Jammu & Kashmir,2008,Means_adopted,By Hanging,Male,30-44,7
Jammu & Kashmir,2008,Means_adopted,By Fire/Self Immolation,Male,30-44,1
Jammu & Kashmir,2008,Means_adopted,By Fire-Arms,Male,30-44,6
Jammu & Kashmir,2008,Means_adopted,By Jumping from (Other sites),Male,30-44,2
Jammu & Kashmir,2008,Means_adopted,By Drowning,Female,45-59,1
Jammu & Kashmir,2008,Means_adopted,By Other means (please specify),Male,45-59,26
Jammu & Kashmir,2008,Means_adopted,By Consuming Insecticides,Male,45-59,9
Jammu & Kashmir,2008,Means_adopted,By Hanging,Male,45-59,2
Jammu & Kashmir,2008,Means_adopted,By touching electric wires,Male,45-59,1
Jammu & Kashmir,2008,Means_adopted,By Fire-Arms,Male,45-59,1
Jammu & Kashmir,2008,Means_adopted,By Over Alcoholism,Male,45-59,1
Jammu & Kashmir,2008,Means_adopted,By Consuming Other Poison,Male,45-59,1
Jammu & Kashmir,2008,Means_adopted,By Drowning,Male,60+,2
Jammu & Kashmir,2008,Means_adopted,By Other means (please specify),Male,60+,10
Jammu & Kashmir,2008,Means_adopted,By Hanging,Male,60+,2
Jammu & Kashmir,2008,Means_adopted,By Consuming Other Poison,Male,60+,1
Jammu & Kashmir,2008,Means_adopted,By Consuming Insecticides,Male,60+,1
Jammu & Kashmir,2009,Means_adopted,By Other means (please specify),Female,0-14,2
Jammu & Kashmir,2009,Means_adopted,By Drowning,Female,15-29,2
Jammu & Kashmir,2009,Means_adopted,By coming under running vehicles/trains,Female,15-29,1
Jammu & Kashmir,2009,Means_adopted,By Consuming Insecticides,Female,15-29,15
Jammu & Kashmir,2009,Means_adopted,By Fire/Self Immolation,Female,15-29,6
Jammu & Kashmir,2009,Means_adopted,By Jumping from (Other sites),Female,15-29,1
Jammu & Kashmir,2009,Means_adopted,By Fire-Arms,Female,15-29,2
Jammu & Kashmir,2009,Means_adopted,By touching electric wires,Female,15-29,1
Jammu & Kashmir,2009,Means_adopted,By Consuming Other Poison,Female,15-29,26
Jammu & Kashmir,2009,Means_adopted,By Other means (please specify),Female,15-29,19
Jammu & Kashmir,2009,Means_adopted,By Hanging,Female,15-29,5
Jammu & Kashmir,2009,Means_adopted,By Self Infliction of injury,Female,15-29,3
Jammu & Kashmir,2009,Means_adopted,By Fire/Self Immolation,Male,15-29,2
Jammu & Kashmir,2009,Means_adopted,By coming under running vehicles/trains,Male,15-29,1
Jammu & Kashmir,2009,Means_adopted,By Consuming Insecticides,Male,15-29,2
Jammu & Kashmir,2009,Means_adopted,By Consuming Other Poison,Male,15-29,14
Jammu & Kashmir,2009,Means_adopted,By Machine,Male,15-29,1
Jammu & Kashmir,2009,Means_adopted,By Other means (please specify),Male,15-29,6
Jammu & Kashmir,2009,Means_adopted,By Hanging,Male,15-29,12
Jammu & Kashmir,2009,Means_adopted,By Drowning,Male,15-29,2
Jammu & Kashmir,2009,Means_adopted,By Fire-Arms,Male,15-29,3
Jammu & Kashmir,2009,Means_adopted,By Jumping from (Other sites),Male,15-29,1
