state,year,type_code,type,gender,age_group,total
Kerala,2001,Causes,Insanity/Mental Illness,Male,45-59,206
Kerala,2001,Causes,Causes Not known,Male,45-59,180
Kerala,2001,Causes,Bankruptcy or Sudden change in Economic,Male,45-59,495
Kerala,2001,Causes,Cancer,Male,45-59,45
Kerala,2001,Causes,Other Causes (Please Specity),Male,45-59,360
Kerala,2001,Causes,Other Prolonged Illness,Female,60+,123
Kerala,2001,Causes,Family Problems,Female,60+,79
Kerala,2001,Causes,Bankruptcy or Sudden change in Economic,Female,60+,25
Kerala,2001,Causes,Death of Dear Person,Female,60+,10
Kerala,2001,Causes,Insanity/Mental Illness,Female,60+,67
Kerala,2001,Causes,Illness (Aids/STD),Female,60+,3
Kerala,2001,Causes,Other Causes (Please Specity),Female,60+,79
Kerala,2001,Causes,Professional/Career Problem,Female,60+,1
Kerala,2001,Causes,Cancer,Female,60+,10
Kerala,2001,Causes,Unemployment,Female,60+,4
Kerala,2001,Causes,Paralysis,Female,60+,14
Kerala,2001,Causes,Causes Not known,Female,60+,43
Kerala,2001,Causes,Property Dispute,Female,60+,5
Kerala,2001,Causes,Fall in Social Reputation,Female,60+,14
Kerala,2001,Causes,Divorce,Female,60+,2
Kerala,2001,Causes,Insanity/Mental Illness,Male,60+,120
Kerala,2001,Causes,Paralysis,Male,60+,33
Kerala,2001,Causes,Other Causes (Please Specity),Male,60+,247
Kerala,2001,Causes,Unemployment,Male,60+,11
Kerala,2001,Causes,Family Problems,Male,60+,183
Kerala,2001,Causes,Cancer,Male,60+,37
Kerala,2001,Causes,Property Dispute,Male,60+,15
Kerala,2001,Causes,Death of Dear Person,Male,60+,12
Kerala,2001,Causes,Professional/Career Problem,Male,60+,36
Kerala,2001,Causes,Fall in Social Reputation,Male,60+,23
Kerala,2001,Causes,Causes Not known,Male,60+,114
Kerala,2001,Causes,Drug Abuse/Addiction,Male,60+,5
Kerala,2001,Causes,Love Affairs,Male,60+,1
Kerala,2001,Causes,Bankruptcy or Sudden change in Economic,Male,60+,111
Kerala,2001,Causes,Other Prolonged Illness,Male,60+,340
Kerala,2002,Causes,Fall in Social Reputation,Female,0-14,1
Kerala,2002,Causes,Family Problems,Female,0-14,22
Kerala,2002,Causes,Other Prolonged Illness,Female,0-14,4
Kerala,2002,Causes,Bankruptcy or Sudden change in Economic Status,Female,0-14,3
Kerala,2002,Causes,Other Causes (Please Specity),Female,0-14,12
Kerala,2002,Causes,Failure in Examination,Female,0-14,13
Kerala,2002,Causes,Causes Not known,Female,0-14,10
Kerala,2002,Causes,Family Problems,Male,0-14,21
Kerala,2002,Causes,Other Causes (Please Specity),Male,0-14,11
Kerala,2002,Causes,Causes Not known,Male,0-14,10
Kerala,2002,Causes,Bankruptcy or Sudden change in Economic Status,Male,0-14,2
Kerala,2002,Causes,Failure in Examination,Male,0-14,6
Kerala,2002,Causes,Other Prolonged Illness,Male,0-14,2
Kerala,2002,Causes,Insanity/Mental Illness,Male,0-14,2
Kerala,2002,Causes,Failure in Examination,Female,15-29,37
Kerala,2002,Causes,Causes Not known,Female,15-29,125
Kerala,2002,Causes,Cancer,Female,15-29,4
Kerala,2002,Causes,Ideological Causes/Hero Worshipping,Female,15-29,2
Kerala,2002,Causes,Insanity/Mental Illness,Female,15-29,89
Kerala,2002,Causes,Illegitimate Pregnancy,Female,15-29,4
Kerala,2002,Causes,Death of Dear Person,Female,15-29,12
Kerala,2002,Causes,Bankruptcy or Sudden change in Economic Status,Female,15-29,16
Kerala,2002,Causes,Love Affairs,Female,15-29,27
Kerala,2002,Causes,Dowry Dispute,Female,15-29,10
Kerala,2002,Causes,Fall in Social Reputation,Female,15-29,2
Kerala,2002,Causes,Other Causes (Please Specity),Female,15-29,90
Kerala,2002,Causes,Suspected/Illicit Relation,Female,15-29,7
Kerala,2002,Causes,Paralysis,Female,15-29,3
Kerala,2002,Causes,Professional/Career Problem,Female,15-29,1
Kerala,2002,Causes,Family Problems,Female,15-29,173
Kerala,2002,Causes,Property Dispute,Female,15-29,2
Kerala,2002,Causes,Not having Children (Barrenness/Impotency,Female,15-29,5
Kerala,2002,Causes,Physical Abuse (Rape/Incest Etc.),Female,15-29,4
Kerala,2002,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,19
Kerala,2002,Causes,Other Prolonged Illness,Female,15-29,52
Kerala,2002,Causes,Divorce,Female,15-29,4
Kerala,2002,Causes,Drug Abuse/Addiction,Female,15-29,1
Kerala,2002,Causes,Other Causes (Please Specity),Male,15-29,230
Kerala,2002,Causes,Causes Not known,Male,15-29,256
Kerala,2002,Causes,Property Dispute,Male,15-29,5
Kerala,2002,Causes,Physical Abuse (Rape/Incest Etc.),Male,15-29,2
Kerala,2002,Causes,Paralysis,Male,15-29,4
Kerala,2002,Causes,Drug Abuse/Addiction,Male,15-29,28
Kerala,2002,Causes,Cancer,Male,15-29,7
Kerala,2002,Causes,Bankruptcy or Sudden change in Economic Status,Male,15-29,105
Kerala,2002,Causes,Divorce,Male,15-29,1
Kerala,2002,Causes,Family Problems,Male,15-29,281
Kerala,2002,Causes,Insanity/Mental Illness,Male,15-29,127
Kerala,2002,Causes,Ideological Causes/Hero Worshipping,Male,15-29,3
Kerala,2002,Causes,Other Prolonged Illness,Male,15-29,84
Kerala,2002,Causes,Failure in Examination,Male,15-29,33
Kerala,2002,Causes,Suspected/Illicit Relation,Male,15-29,1
Kerala,2002,Causes,Fall in Social Reputation,Male,15-29,4
Kerala,2002,Causes,Death of Dear Person,Male,15-29,7
Kerala,2002,Causes,Unemployment,Male,15-29,32
Kerala,2002,Causes,Professional/Career Problem,Male,15-29,11
Kerala,2002,Causes,Cancellation/Non-Settlement of Marriage,Male,15-29,6
Kerala,2002,Causes,Love Affairs,Male,15-29,37
Kerala,2002,Causes,Cancellation/Non-Settlement of Marriage,Female,30-44,11
Kerala,2002,Causes,Cancer,Female,30-44,10
Kerala,2002,Causes,Ideological Causes/Hero Worshipping,Female,30-44,2
Kerala,2002,Causes,Illegitimate Pregnancy,Female,30-44,2
Kerala,2002,Causes,Divorce,Female,30-44,6
Kerala,2002,Causes,Paralysis,Female,30-44,5
Kerala,2002,Causes,Death of Dear Person,Female,30-44,9
Kerala,2002,Causes,Dowry Dispute,Female,30-44,7
Kerala,2002,Causes,Property Dispute,Female,30-44,3
Kerala,2002,Causes,Suspected/Illicit Relation,Female,30-44,15
Kerala,2002,Causes,Not having Children (Barrenness/Impotency,Female,30-44,11
Kerala,2002,Causes,Love Affairs,Female,30-44,9
Kerala,2002,Causes,Illness (Aids/STD),Female,30-44,1
Kerala,2002,Causes,Fall in Social Reputation,Female,30-44,2
Kerala,2002,Causes,Family Problems,Female,30-44,220
Kerala,2002,Causes,Other Causes (Please Specity),Female,30-44,147
Kerala,2002,Causes,Other Prolonged Illness,Female,30-44,86
Kerala,2002,Causes,Unemployment,Female,30-44,8
Kerala,2002,Causes,Causes Not known,Female,30-44,131
Kerala,2002,Causes,Bankruptcy or Sudden change in Economic Status,Female,30-44,48
Kerala,2002,Causes,Insanity/Mental Illness,Female,30-44,107
Kerala,2002,Causes,Illness (Aids/STD),Male,30-44,2
Kerala,2002,Causes,Property Dispute,Male,30-44,15
Kerala,2002,Causes,Suspected/Illicit Relation,Male,30-44,7
Kerala,2002,Causes,Divorce,Male,30-44,3
Kerala,2002,Causes,Drug Abuse/Addiction,Male,30-44,61
Kerala,2002,Causes,Death of Dear Person,Male,30-44,14
Kerala,2002,Causes,Unemployment,Male,30-44,47
Kerala,2002,Causes,Not having Children (Barrenness/Impotency,Male,30-44,7
Kerala,2002,Causes,Love Affairs,Male,30-44,11
Kerala,2002,Causes,Professional/Career Problem,Male,30-44,29
Kerala,2002,Causes,Fall in Social Reputation,Male,30-44,4
Kerala,2002,Causes,Bankruptcy or Sudden change in Economic Status,Male,30-44,364
Kerala,2002,Causes,Ideological Causes/Hero Worshipping,Male,30-44,4
Kerala,2002,Causes,Insanity/Mental Illness,Male,30-44,225
Kerala,2002,Causes,Family Problems,Male,30-44,472
Kerala,2002,Causes,Other Causes (Please Specity),Male,30-44,361
Kerala,2002,Causes,Other Prolonged Illness,Male,30-44,183
Kerala,2002,Causes,Paralysis,Male,30-44,7
Kerala,2002,Causes,Cancellation/Non-Settlement of Marriage,Male,30-44,1
Kerala,2002,Causes,Cancer,Male,30-44,28
Kerala,2002,Causes,Causes Not known,Male,30-44,351
Kerala,2002,Causes,Professional/Career Problem,Female,45-59,2
Kerala,2002,Causes,Not having Children (Barrenness/Impotency,Female,45-59,2
Kerala,2002,Causes,Cancellation/Non-Settlement of Marriage,Female,45-59,2
Kerala,2002,Causes,Paralysis,Female,45-59,12
Kerala,2002,Causes,Love Affairs,Female,45-59,1
Kerala,2002,Causes,Unemployment,Female,45-59,2
Kerala,2002,Causes,Family Problems,Female,45-59,172
Kerala,2002,Causes,Ideological Causes/Hero Worshipping,Female,45-59,2
Kerala,2002,Causes,Other Causes (Please Specity),Female,45-59,73
Kerala,2002,Causes,Property Dispute,Female,45-59,2
Kerala,2002,Causes,Causes Not known,Female,45-59,85
Kerala,2002,Causes,Insanity/Mental Illness,Female,45-59,85
Kerala,2002,Causes,Dowry Dispute,Female,45-59,4
Kerala,2002,Causes,Other Prolonged Illness,Female,45-59,101
Kerala,2002,Causes,Suspected/Illicit Relation,Female,45-59,5
Kerala,2002,Causes,Death of Dear Person,Female,45-59,8
Kerala,2002,Causes,Cancer,Female,45-59,13
Kerala,2002,Causes,Divorce,Female,45-59,2
Kerala,2002,Causes,Bankruptcy or Sudden change in Economic Status,Female,45-59,52
Kerala,2002,Causes,Property Dispute,Male,45-59,10
Kerala,2002,Causes,Death of Dear Person,Male,45-59,9
Kerala,2002,Causes,Cancellation/Non-Settlement of Marriage,Male,45-59,2
Kerala,2002,Causes,Family Problems,Male,45-59,527
Kerala,2002,Causes,Insanity/Mental Illness,Male,45-59,203
Kerala,2002,Causes,Unemployment,Male,45-59,10
Kerala,2002,Causes,Ideological Causes/Hero Worshipping,Male,45-59,6
Kerala,2002,Causes,Cancer,Male,45-59,31
Kerala,2002,Causes,Professional/Career Problem,Male,45-59,25
Kerala,2002,Causes,Suspected/Illicit Relation,Male,45-59,4
Kerala,2002,Causes,Paralysis,Male,45-59,34
Kerala,2002,Causes,Poverty,Male,45-59,2
Kerala,2002,Causes,Bankruptcy or Sudden change in Economic Status,Male,45-59,359
Kerala,2002,Causes,Drug Abuse/Addiction,Male,45-59,83
Kerala,2002,Causes,Other Causes (Please Specity),Male,45-59,305
Kerala,2002,Causes,Causes Not known,Male,45-59,295
Kerala,2002,Causes,Other Prolonged Illness,Male,45-59,267
Kerala,2002,Causes,Fall in Social Reputation,Male,45-59,5
Kerala,2002,Causes,Family Problems,Female,60+,103
Kerala,2002,Causes,Other Prolonged Illness,Female,60+,110
Kerala,2002,Causes,Bankruptcy or Sudden change in Economic Status,Female,60+,16
Kerala,2002,Causes,Insanity/Mental Illness,Female,60+,38
Kerala,2002,Causes,Dowry Dispute,Female,60+,1
Kerala,2002,Causes,Ideological Causes/Hero Worshipping,Female,60+,1
Kerala,2002,Causes,Fall in Social Reputation,Female,60+,1
Kerala,2002,Causes,Other Causes (Please Specity),Female,60+,67
Kerala,2002,Causes,Death of Dear Person,Female,60+,13
Kerala,2002,Causes,Causes Not known,Female,60+,54
Kerala,2002,Causes,Cancer,Female,60+,7
Kerala,2002,Causes,Paralysis,Female,60+,15
Kerala,2002,Causes,Insanity/Mental Illness,Male,60+,137
Kerala,2002,Causes,Death of Dear Person,Male,60+,21
Kerala,2002,Causes,Fall in Social Reputation,Male,60+,4
Kerala,2002,Causes,Drug Abuse/Addiction,Male,60+,8
Kerala,2002,Causes,Bankruptcy or Sudden change in Economic Status,Male,60+,170
Kerala,2002,Causes,Professional/Career Problem,Male,60+,3
Kerala,2002,Causes,Family Problems,Male,60+,309
Kerala,2002,Causes,Not having Children (Barrenness/Impotency,Male,60+,1
Kerala,2002,Causes,Other Prolonged Illness,Male,60+,334
Kerala,2002,Causes,Paralysis,Male,60+,56
Kerala,2002,Causes,Property Dispute,Male,60+,5
Kerala,2002,Causes,Divorce,Male,60+,2
Kerala,2002,Causes,Ideological Causes/Hero Worshipping,Male,60+,8
Kerala,2002,Causes,Other Causes (Please Specity),Male,60+,131
Kerala,2002,Causes,Cancer,Male,60+,41
Kerala,2002,Causes,Causes Not known,Male,60+,244
Kerala,2003,Causes,Family Problems,Female,0-14,12
Kerala,2003,Causes,Other Causes (Please Specity),Female,0-14,12
Kerala,2003,Causes,Other Prolonged Illness,Female,0-14,1
Kerala,2003,Causes,Causes Not known,Female,0-14,17
Kerala,2003,Causes,Bankruptcy or Sudden change in Economic,Female,0-14,1
Kerala,2003,Causes,Failure in Examination,Female,0-14,6
Kerala,2003,Causes,Bankruptcy or Sudden change in Economic,Male,0-14,1
Kerala,2003,Causes,Other Prolonged Illness,Male,0-14,2
Kerala,2003,Causes,Family Problems,Male,0-14,10
Kerala,2003,Causes,Causes Not known,Male,0-14,17
Kerala,2003,Causes,Death of Dear Person,Male,0-14,1
Kerala,2003,Causes,Failure in Examination,Male,0-14,7
Kerala,2003,Causes,Other Causes (Please Specity),Male,0-14,12
Kerala,2003,Causes,Not having Children(Barrenness/Impotency,Female,15-29,6
Kerala,2003,Causes,Other Prolonged Illness,Female,15-29,64
Kerala,2003,Causes,Suspected/Illicit Relation,Female,15-29,2
Kerala,2003,Causes,Death of Dear Person,Female,15-29,7
Kerala,2003,Causes,Poverty,Female,15-29,1
Kerala,2003,Causes,Professional/Career Problem,Female,15-29,1
Kerala,2003,Causes,Drug Abuse/Addiction,Female,15-29,1
Kerala,2003,Causes,Illegitimate Pregnancy,Female,15-29,3
Kerala,2003,Causes,Insanity/Mental Illness,Female,15-29,133
Kerala,2003,Causes,Bankruptcy or Sudden change in Economic,Female,15-29,21
Kerala,2003,Causes,Causes Not known,Female,15-29,119
Kerala,2003,Causes,Love Affairs,Female,15-29,40
Kerala,2003,Causes,Fall in Social Reputation,Female,15-29,8
Kerala,2003,Causes,Unemployment,Female,15-29,3
Kerala,2003,Causes,Dowry Dispute,Female,15-29,6
Kerala,2003,Causes,Family Problems,Female,15-29,169
Kerala,2003,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,22
Kerala,2003,Causes,Cancer,Female,15-29,2
Kerala,2003,Causes,Failure in Examination,Female,15-29,47
Kerala,2003,Causes,Other Causes (Please Specity),Female,15-29,119
Kerala,2003,Causes,Property Dispute,Male,15-29,2
Kerala,2003,Causes,Suspected/Illicit Relation,Male,15-29,2
Kerala,2003,Causes,Family Problems,Male,15-29,227
Kerala,2003,Causes,Not having Children(Barrenness/Impotency,Male,15-29,3
Kerala,2003,Causes,Cancellation/Non-Settlement of Marriage,Male,15-29,3
Kerala,2003,Causes,Bankruptcy or Sudden change in Economic,Male,15-29,103
Kerala,2003,Causes,Drug Abuse/Addiction,Male,15-29,18
Kerala,2003,Causes,Illness (Aids/STD),Male,15-29,2
Kerala,2003,Causes,Love Affairs,Male,15-29,34
Kerala,2003,Causes,Death of Dear Person,Male,15-29,7
Kerala,2003,Causes,Poverty,Male,15-29,1
Kerala,2003,Causes,Other Causes (Please Specity),Male,15-29,216
Kerala,2003,Causes,Fall in Social Reputation,Male,15-29,12
Kerala,2003,Causes,Paralysis,Male,15-29,1
Kerala,2003,Causes,Unemployment,Male,15-29,37
Kerala,2003,Causes,Dowry Dispute,Male,15-29,2
Kerala,2003,Causes,Insanity/Mental Illness,Male,15-29,182
Kerala,2003,Causes,Failure in Examination,Male,15-29,28
Kerala,2003,Causes,Professional/Career Problem,Male,15-29,13
Kerala,2003,Causes,Other Prolonged Illness,Male,15-29,100
Kerala,2003,Causes,Causes Not known,Male,15-29,207
Kerala,2003,Causes,Bankruptcy or Sudden change in Economic,Female,30-44,39
Kerala,2003,Causes,Other Prolonged Illness,Female,30-44,86
Kerala,2003,Causes,Death of Dear Person,Female,30-44,8
Kerala,2003,Causes,Property Dispute,Female,30-44,1
Kerala,2003,Causes,Illegitimate Pregnancy,Female,30-44,1
Kerala,2003,Causes,Fall in Social Reputation,Female,30-44,3
Kerala,2003,Causes,Insanity/Mental Illness,Female,30-44,121
Kerala,2003,Causes,Illness (Aids/STD),Female,30-44,1
Kerala,2003,Causes,Family Problems,Female,30-44,168
Kerala,2003,Causes,Other Causes (Please Specity),Female,30-44,92
Kerala,2003,Causes,Not having Children(Barrenness/Impotency,Female,30-44,5
Kerala,2003,Causes,Causes Not known,Female,30-44,86
Kerala,2003,Causes,Cancer,Female,30-44,2
Kerala,2003,Causes,Unemployment,Female,30-44,1
Kerala,2003,Causes,Cancellation/Non-Settlement of Marriage,Female,30-44,12
Kerala,2003,Causes,Divorce,Female,30-44,6
Kerala,2003,Causes,Dowry Dispute,Female,30-44,1
Kerala,2003,Causes,Love Affairs,Female,30-44,14
Kerala,2003,Causes,Illness (Aids/STD),Male,30-44,1
Kerala,2003,Causes,Professional/Career Problem,Male,30-44,7
Kerala,2003,Causes,Causes Not known,Male,30-44,319
Kerala,2003,Causes,Bankruptcy or Sudden change in Economic,Male,30-44,315
Kerala,2003,Causes,Divorce,Male,30-44,2
Kerala,2003,Causes,Fall in Social Reputation,Male,30-44,34
Kerala,2003,Causes,Family Problems,Male,30-44,449
Kerala,2003,Causes,Cancellation/Non-Settlement of Marriage,Male,30-44,8
Kerala,2003,Causes,Property Dispute,Male,30-44,8
Kerala,2003,Causes,Suspected/Illicit Relation,Male,30-44,3
Kerala,2003,Causes,Poverty,Male,30-44,3
Kerala,2003,Causes,Love Affairs,Male,30-44,10
Kerala,2003,Causes,Insanity/Mental Illness,Male,30-44,272
Kerala,2003,Causes,Death of Dear Person,Male,30-44,12
Kerala,2003,Causes,Not having Children(Barrenness/Impotency,Male,30-44,8
Kerala,2003,Causes,Cancer,Male,30-44,3
Kerala,2003,Causes,Paralysis,Male,30-44,3
Kerala,2003,Causes,Drug Abuse/Addiction,Male,30-44,43
Kerala,2003,Causes,Other Causes (Please Specity),Male,30-44,280
Kerala,2003,Causes,Other Prolonged Illness,Male,30-44,212
Kerala,2003,Causes,Unemployment,Male,30-44,40
Kerala,2003,Causes,Insanity/Mental Illness,Female,45-59,118
Kerala,2003,Causes,Other Prolonged Illness,Female,45-59,87
Kerala,2003,Causes,Property Dispute,Female,45-59,2
Kerala,2003,Causes,Cancer,Female,45-59,4
Kerala,2003,Causes,Fall in Social Reputation,Female,45-59,2
Kerala,2003,Causes,Illness (Aids/STD),Female,45-59,2
Kerala,2003,Causes,Paralysis,Female,45-59,5
Kerala,2003,Causes,Love Affairs,Female,45-59,1
Kerala,2003,Causes,Not having Children(Barrenness/Impotency,Female,45-59,6
Kerala,2003,Causes,Causes Not known,Female,45-59,63
Kerala,2003,Causes,Cancellation/Non-Settlement of Marriage,Female,45-59,3
Kerala,2003,Causes,Bankruptcy or Sudden change in Economic,Female,45-59,35
Kerala,2003,Causes,Death of Dear Person,Female,45-59,10
Kerala,2003,Causes,Family Problems,Female,45-59,145
Kerala,2003,Causes,Other Causes (Please Specity),Female,45-59,61
Kerala,2003,Causes,Suspected/Illicit Relation,Male,45-59,1
Kerala,2003,Causes,Dowry Dispute,Male,45-59,1
Kerala,2003,Causes,Fall in Social Reputation,Male,45-59,17
Kerala,2003,Causes,Not having Children(Barrenness/Impotency,Male,45-59,4
Kerala,2003,Causes,Cancellation/Non-Settlement of Marriage,Male,45-59,4
Kerala,2003,Causes,Professional/Career Problem,Male,45-59,6
Kerala,2003,Causes,Drug Abuse/Addiction,Male,45-59,55
Kerala,2003,Causes,Paralysis,Male,45-59,11
Kerala,2003,Causes,Property Dispute,Male,45-59,11
Kerala,2003,Causes,Illness (Aids/STD),Male,45-59,4
Kerala,2003,Causes,Unemployment,Male,45-59,34
Kerala,2003,Causes,Death of Dear Person,Male,45-59,13
Kerala,2003,Causes,Other Prolonged Illness,Male,45-59,264
Kerala,2003,Causes,Poverty,Male,45-59,7
Kerala,2003,Causes,Love Affairs,Male,45-59,1
Kerala,2003,Causes,Cancer,Male,45-59,7
Kerala,2003,Causes,Family Problems,Male,45-59,497
Kerala,2003,Causes,Bankruptcy or Sudden change in Economic,Male,45-59,341
Kerala,2003,Causes,Causes Not known,Male,45-59,293
Kerala,2003,Causes,Insanity/Mental Illness,Male,45-59,284
Kerala,2003,Causes,Other Causes (Please Specity),Male,45-59,361
Kerala,2003,Causes,Causes Not known,Female,60+,58
Kerala,2003,Causes,Cancer,Female,60+,4
Kerala,2003,Causes,Cancellation/Non-Settlement of Marriage,Female,60+,1
Kerala,2003,Causes,Other Prolonged Illness,Female,60+,140
Kerala,2003,Causes,Paralysis,Female,60+,7
Kerala,2003,Causes,Bankruptcy or Sudden change in Economic,Female,60+,21
Kerala,2003,Causes,Illness (Aids/STD),Female,60+,1
Kerala,2003,Causes,Death of Dear Person,Female,60+,9
Kerala,2003,Causes,Fall in Social Reputation,Female,60+,1
Kerala,2003,Causes,Insanity/Mental Illness,Female,60+,70
Kerala,2003,Causes,Other Causes (Please Specity),Female,60+,90
Kerala,2003,Causes,Family Problems,Female,60+,87
Kerala,2003,Causes,Poverty,Male,60+,1
Kerala,2003,Causes,Property Dispute,Male,60+,5
Kerala,2003,Causes,Professional/Career Problem,Male,60+,2
Kerala,2003,Causes,Causes Not known,Male,60+,164
Kerala,2003,Causes,Illness (Aids/STD),Male,60+,5
Kerala,2003,Causes,Other Prolonged Illness,Male,60+,328
Kerala,2003,Causes,Not having Children(Barrenness/Impotency,Male,60+,3
Kerala,2003,Causes,Paralysis,Male,60+,17
Kerala,2003,Causes,Other Causes (Please Specity),Male,60+,233
Kerala,2003,Causes,Unemployment,Male,60+,15
Kerala,2003,Causes,Death of Dear Person,Male,60+,9
Kerala,2003,Causes,Bankruptcy or Sudden change in Economic,Male,60+,142
Kerala,2003,Causes,Insanity/Mental Illness,Male,60+,172
Kerala,2003,Causes,Fall in Social Reputation,Male,60+,15
Kerala,2003,Causes,Cancer,Male,60+,20
Kerala,2003,Causes,Family Problems,Male,60+,263
Kerala,2003,Causes,Drug Abuse/Addiction,Male,60+,41
Kerala,2003,Causes,Cancellation/Non-Settlement of Marriage,Male,60+,2
Kerala,2004,Causes,Bankruptcy or Sudden change in Economic,Female,0-14,1
Kerala,2004,Causes,Family Problems,Female,0-14,17
Kerala,2004,Causes,Other Prolonged Illness,Female,0-14,7
Kerala,2004,Causes,Other Causes (Please Specity),Female,0-14,10
Kerala,2004,Causes,Insanity/Mental Illness,Female,0-14,7
Kerala,2004,Causes,Death of Dear Person,Female,0-14,1
Kerala,2004,Causes,Causes Not known,Female,0-14,5
Kerala,2004,Causes,Failure in Examination,Female,0-14,5
Kerala,2004,Causes,Family Problems,Male,0-14,13
Kerala,2004,Causes,Bankruptcy or Sudden change in Economic,Male,0-14,1
Kerala,2004,Causes,Failure in Examination,Male,0-14,8
Kerala,2004,Causes,Causes Not known,Male,0-14,7
Kerala,2004,Causes,Insanity/Mental Illness,Male,0-14,6
Kerala,2004,Causes,Other Causes (Please Specity),Male,0-14,10
Kerala,2004,Causes,Other Prolonged Illness,Male,0-14,2
Kerala,2004,Causes,Death of Dear Person,Male,0-14,1
Kerala,2004,Causes,Unemployment,Female,15-29,20
Kerala,2004,Causes,Insanity/Mental Illness,Female,15-29,90
Kerala,2004,Causes,Cancer,Female,15-29,2
Kerala,2004,Causes,Death of Dear Person,Female,15-29,9
Kerala,2004,Causes,Dowry Dispute,Female,15-29,4
Kerala,2004,Causes,Bankruptcy or Sudden change in Economic,Female,15-29,17
Kerala,2004,Causes,Professional/Career Problem,Female,15-29,1
Kerala,2004,Causes,Causes Not known,Female,15-29,77
Kerala,2004,Causes,Ideological Causes/Hero Worshipping,Female,15-29,2
Kerala,2004,Causes,Other Causes (Please Specity),Female,15-29,147
Kerala,2004,Causes,Failure in Examination,Female,15-29,34
Kerala,2004,Causes,Physical Abuse (Rape/Incest Etc.),Female,15-29,3
Kerala,2004,Causes,Fall in Social Reputation,Female,15-29,3
Kerala,2004,Causes,Illegitimate Pregnancy,Female,15-29,4
Kerala,2004,Causes,Not having Children(Barrenness/Impotency,Female,15-29,7
Kerala,2004,Causes,Suspected/Illicit Relation,Female,15-29,2
Kerala,2004,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,27
Kerala,2004,Causes,Divorce,Female,15-29,3
Kerala,2004,Causes,Other Prolonged Illness,Female,15-29,50
Kerala,2004,Causes,Love Affairs,Female,15-29,44
Kerala,2004,Causes,Family Problems,Female,15-29,183
Kerala,2004,Causes,Property Dispute,Male,15-29,1
Kerala,2004,Causes,Suspected/Illicit Relation,Male,15-29,1
Kerala,2004,Causes,Other Prolonged Illness,Male,15-29,59
Kerala,2004,Causes,Unemployment,Male,15-29,97
Kerala,2004,Causes,Cancellation/Non-Settlement of Marriage,Male,15-29,2
Kerala,2004,Causes,Insanity/Mental Illness,Male,15-29,194
Kerala,2004,Causes,Cancer,Male,15-29,5
Kerala,2004,Causes,Drug Abuse/Addiction,Male,15-29,19
Kerala,2004,Causes,Family Problems,Male,15-29,234
Kerala,2004,Causes,Causes Not known,Male,15-29,167
Kerala,2004,Causes,Failure in Examination,Male,15-29,24
Kerala,2004,Causes,Professional/Career Problem,Male,15-29,9
Kerala,2004,Causes,Other Causes (Please Specity),Male,15-29,179
Kerala,2004,Causes,Bankruptcy or Sudden change in Economic,Male,15-29,71
Kerala,2004,Causes,Death of Dear Person,Male,15-29,10
Kerala,2004,Causes,Love Affairs,Male,15-29,35
Kerala,2004,Causes,Cancer,Female,30-44,2
Kerala,2004,Causes,Not having Children(Barrenness/Impotency,Female,30-44,14
Kerala,2004,Causes,Cancellation/Non-Settlement of Marriage,Female,30-44,9
Kerala,2004,Causes,Death of Dear Person,Female,30-44,13
Kerala,2004,Causes,Dowry Dispute,Female,30-44,8
Kerala,2004,Causes,Other Prolonged Illness,Female,30-44,68
Kerala,2004,Causes,Unemployment,Female,30-44,41
Kerala,2004,Causes,Other Causes (Please Specity),Female,30-44,87
Kerala,2004,Causes,Bankruptcy or Sudden change in Economic,Female,30-44,31
Kerala,2004,Causes,Causes Not known,Female,30-44,73
Kerala,2004,Causes,Divorce,Female,30-44,3
Kerala,2004,Causes,Love Affairs,Female,30-44,1
Kerala,2004,Causes,Suspected/Illicit Relation,Female,30-44,3
Kerala,2004,Causes,Poverty,Female,30-44,1
Kerala,2004,Causes,Illegitimate Pregnancy,Female,30-44,1
Kerala,2004,Causes,Insanity/Mental Illness,Female,30-44,124
Kerala,2004,Causes,Family Problems,Female,30-44,174
Kerala,2004,Causes,Paralysis,Female,30-44,1
Kerala,2004,Causes,Other Causes (Please Specity),Male,30-44,310
Kerala,2004,Causes,Causes Not known,Male,30-44,274
Kerala,2004,Causes,Poverty,Male,30-44,1
Kerala,2004,Causes,Cancer,Male,30-44,7
Kerala,2004,Causes,Insanity/Mental Illness,Male,30-44,296
Kerala,2004,Causes,Unemployment,Male,30-44,28
Kerala,2004,Causes,Death of Dear Person,Male,30-44,15
Kerala,2004,Causes,Professional/Career Problem,Male,30-44,3
Kerala,2004,Causes,Suspected/Illicit Relation,Male,30-44,2
Kerala,2004,Causes,Cancellation/Non-Settlement of Marriage,Male,30-44,6
Kerala,2004,Causes,Not having Children(Barrenness/Impotency,Male,30-44,8
Kerala,2004,Causes,Paralysis,Male,30-44,1
Kerala,2004,Causes,Fall in Social Reputation,Male,30-44,2
Kerala,2004,Causes,Bankruptcy or Sudden change in Economic,Male,30-44,304
Kerala,2004,Causes,Family Problems,Male,30-44,578
Kerala,2004,Causes,Illness (Aids/STD),Male,30-44,1
Kerala,2004,Causes,Property Dispute,Male,30-44,3
Kerala,2004,Causes,Drug Abuse/Addiction,Male,30-44,28
